Address,Street,City,State,ZipCode,zpid,url,hasImage,status,soldPrice,beds,baths,area,latitude,longitude,isZillowOwned,soldDate,Type,lotArea,lotAreaUnits,taxAssessedValue,yearBuilt,livingArea,hoaFee,sunScore,buildFactor,climateFactor,electricityFactor,solarFactor,description,suburb,hasCooling,cooling,heating,parkingCapacity,parkingLocation,garageCapacity,basement,flooring,view,stories,porch,pricePerSquareFoot,roof,style,listDate,listPrice,walk_score,transit_score,bike_score
"2328-2330 Eldridge St, Pittsburgh, PA 15217",2328-2330 Eldridge St,Pittsburgh,PA,15217,11635424,https://www.zillow.com/homedetails/2328-2330-Eldridge-St-Pittsburgh-PA-15217/11635424_zpid/,NA,SOLD,150000,6,2.5,2444,40.430714,-79.92271,FALSE,7/22/2020,MULTI_FAMILY,3300,sqft,214100,1924,2444,0,NA,NA,NA,NA,NA,"2328-2330 Eldridge St, Pittsburgh, PA 15217 is a multi family home that contains 2,444 sq ft and was built in 1924. It contains 6 bedrooms and 2.5 bathrooms. This home last sold for $150,000 in July 2020. 
 
The Zestimate for this house is $432,800. The Rent Zestimate for this home is $2,740/mo. ",Squirrel Hill South,FALSE,,Other,0,,NA,FALSE,,FALSE,NA,,61,Shake / Shingle,,NA,NA,93,53,66
"6346 Ebdy St, Pittsburgh, PA 15217",6346 Ebdy St,Pittsburgh,PA,15217,11636609,https://www.zillow.com/homedetails/6346-Ebdy-St-Pittsburgh-PA-15217/11636609_zpid/,TRUE,SOLD,350000,4,2,1805,40.42436,-79.92244,FALSE,7/21/2020,SINGLE_FAMILY,2.7098,sqft,160000,1935,1805,0,76.41,64,6.06,2.91,3.44,"Welcome to 6346 Ebdy Street! Light, bright, airy, & meticulously maintained, this home offers charm & character galore. You'll enter into a sunlight-filled living room, which complements gleaming hardwood floors. Dining room is perfect either for large gatherings or for an intimate meal, & updated eat-in kitchen offers ample cabinet space & breakfast room. Enjoy the back patio & fenced in yard as well as the spacious covered front porch for relaxing or entertaining. Nicely sized bedrooms & bath on second floor, & private third floor with en-suite bath for guests, home office, or den. Sizable basement can be used for storage or for more room to live/work/play. Central air; detached garage; 200 AMP electric service; newer sewer line & water heater complete the total package. This classic home is ideally located on a quiet street in the heart of Pittsburgh's Squirrel Hill neighborhood, mere minutes from downtown Pittsburgh, Shadyside, Waterfront, & Oakland's hospitals & universities!",Squirrel Hill South,TRUE,Central Air,"Natural Gas,Hot Water",1,"Detached,Garage Door Opener",NA,FALSE,"Ceramic Tile,Hardwood,Wall to Wall,Carpet",FALSE,3,,194,Asphalt,Other,5/5/2020,350000,72,50,59
"Flemington St, Pittsburgh, PA 15217",Flemington St,Pittsburgh,PA,15217,164660813,https://www.zillow.com/homedetails/Flemington-St-Pittsburgh-PA-15217/164660813_zpid/,NA,SOLD,85000,NA,NA,NA,40.42705,-79.93368,FALSE,7/20/2020,SINGLE_FAMILY,2250,sqft,10100,NA,NA,0,90.81,78.4,6.06,2.91,3.44,"Flemington St, Pittsburgh, PA 15217. This home last sold for $85,000 in July 2020. 
 
The Zestimate for this house is $382,100. The Rent Zestimate for this home is $2,530/mo. ",Greenfield,FALSE,,,0,,NA,FALSE,,FALSE,NA,,NA,,,NA,NA,67,51,61
"1204 Malvern Ave, Pittsburgh, PA 15217",1204 Malvern Ave,Pittsburgh,PA,15217,11529781,https://www.zillow.com/homedetails/1204-Malvern-Ave-Pittsburgh-PA-15217/11529781_zpid/,TRUE,SOLD,675000,4,4,2469,40.44297,-79.93607,FALSE,7/20/2020,SINGLE_FAMILY,0,sqft,345000,1937,2469,0,65.21,52.8,6.06,2.91,3.44,"Location Location Location! Wonderful brick home in the heart of coveted Murdoch farms!  This charming, well maintained home boasts 4 bedroom, 3.5 Baths & original Hardwood floors throughout. Main floor layout has spacious living room that adjoins bonus first family room, formal dining room, eat in kitchen & powder room. Bay window and lots of light. Great floor plan with walk out to back patio and fenced in yard. 2nd floor Master bedroom has plenty of closet space and en suite Bath.  2 additional bedrooms and full bath.  3rd floor has 1 bedroom & full bath. Lower level Laundry room and large additional work room (could be finished) with walk out. Super clean 2 car integral garage and private driveway.  Fabulous street close to town, parks, shops & restaurants.",Squirrel Hill North,TRUE,Central Air,"Natural Gas,Hot Water",2,"Garage,Garage Door Opener",NA,FALSE,"Hardwood,Tile",FALSE,3,,273,Slate,,3/18/2020,675000,50,63,54
"6533 Wilkins Ave, Pittsburgh, PA 15217",6533 Wilkins Ave,Pittsburgh,PA,15217,11630004,https://www.zillow.com/homedetails/6533-Wilkins-Ave-Pittsburgh-PA-15217/11630004_zpid/,TRUE,SOLD,395000,5,2,2120,40.444756,-79.91654,FALSE,7/17/2020,SINGLE_FAMILY,0,sqft,239500,1913,2120,0,66.01,53.6,6.06,2.91,3.44,"Lovely home with many charming original details.  Hardwood floor, built in bookcases, window seats. Large room sizes and high ceilings.   Ideal North of Forbes Squirrel Hill location close to shopping, restaurants, universities and medical centers.",Point Breeze,NA,,"Natural Gas,Hot Water",1,Detached,NA,FALSE,"Ceramic Tile,Hardwood,Vinyl",FALSE,3,,186,,Victorian,4/6/2020,420000,71,55,85
"6367 Monitor St, Pittsburgh, PA 15217",6367 Monitor St,Pittsburgh,PA,15217,11636525,https://www.zillow.com/homedetails/6367-Monitor-St-Pittsburgh-PA-15217/11636525_zpid/,TRUE,SOLD,322000,3,2,1597,40.425404,-79.92124,FALSE,7/17/2020,SINGLE_FAMILY,3676.464,sqft,176200,1930,1597,0,82.81,70.4,6.06,2.91,3.44,"Beautifully updated and meticulously maintained, this Squirrel Hill craftsman is an absolute delight! Perfect open concept first floor layout with lofty ceilings and beautiful stained glass, complemented by the original woodwork and an inviting gas fireplace. Fantastic entryway with large closet and flexible den makes the perfect home office nook. Large, fully equipped kitchen boasts quartz countertops, stainless appliances, floor to ceiling pantry, subway tiled backsplash, and heated floors! Walk out onto the massive trex deck that leads to an tranquil, shady backyard with mature trees. Retreat to the upstairs with large windows and expansive closet space. Master boasts TWO closets, and all bedrooms have deep closets with custom shelving. Renovated bathroom with large vanity and new fixtures! Dry, clean basement has been partially finished, and laundry chute with custom folding table makes it easy to stay organized! Easy walk to Frick and Murray Ave, Welcome Home!",Squirrel Hill South,TRUE,Window A/C,"Natural Gas,Hot Water",0,On Street,NA,FALSE,"Hardwood,Wall to Wall",FALSE,2,,202,Asphalt,,6/5/2020,315000,67,49,60
"5604 Fair Oaks St, Pittsburgh, PA 15217",5604 Fair Oaks St,Pittsburgh,PA,15217,11629446,https://www.zillow.com/homedetails/5604-Fair-Oaks-St-Pittsburgh-PA-15217/11629446_zpid/,TRUE,SOLD,340500,4,3,1693,40.44556,-79.92803,FALSE,7/17/2020,SINGLE_FAMILY,0,sqft,183700,1930,1693,0,66.01,53.6,6.06,2.91,3.44,"4BR 2.5bath home with detached garage, half a mile to the center of CMU campus and the Squirrel Hill shops, 1.5 miles to the center of Pitt campus, rear patio and breezy front porch.",Squirrel Hill North,TRUE,Window A/C,"Natural Gas,Hot Water",1,Detached,NA,FALSE,"Ceramic Tile,Hardwood,Wall to Wall",FALSE,3,,201,Asphalt,,6/11/2020,325000,71,57,73
"5863 Phillips Ave, Pittsburgh, PA 15217",5863 Phillips Ave,Pittsburgh,PA,15217,164701378,https://www.zillow.com/homedetails/5863-Phillips-Ave-Pittsburgh-PA-15217/164701378_zpid/,NA,SOLD,475000,5,4,NA,40.432518,-79.92035,FALSE,7/16/2020,SINGLE_FAMILY,2071,sqft,500,1916,NA,0,86.81,74.4,6.06,2.91,3.44,"5863 Phillips Ave, Pittsburgh, PA 15217 is a single family home that was built in 1916. It contains 5 bedrooms and 4 bathrooms. This home last sold for $475,000 in July 2020. 
 
The Rent Zestimate for this home is $2,999/mo. ",Squirrel Hill South,TRUE,Central,"Baseboard,Radiant",2,"Garage - Detached,On-street,Covered",NA,FALSE,"Tile,Hardwood,Linoleum / Vinyl",FALSE,NA,,NA,Shake / Shingle,,NA,NA,90,53,76
"5435 Albemarle Ave, Pittsburgh, PA 15217",5435 Albemarle Ave,Pittsburgh,PA,15217,11534017,https://www.zillow.com/homedetails/5435-Albemarle-Ave-Pittsburgh-PA-15217/11534017_zpid/,TRUE,SOLD,837500,4,5,2728,40.440388,-79.933754,FALSE,7/15/2020,SINGLE_FAMILY,8712,sqft,420900,1920,2728,0,90.81,78.4,6.06,2.91,3.44,"A seamless blend of the bygone-era craftsmanship that urban lovers crave, with all the sleek modern updates & amenities that today's buyer desires.  Located in prestigious Murdoch Farms on a picturesque tree lined street.  A private driveway leads to a detached garage. Enjoy an ideal sized backyard surrounded by privacy trees. The defining feature of the home is the floor to ceiling modern style windows & doors that blanket the home in natural light. Kitchen features terrazzo counter tops and a breakfast area that walks out to an expansive deck. Master suite includes a fashionably remodeled bath, 2 closets & private balcony!  Other highlights include; dark hardwoods on 3 floors, stylish light fixtures, 2 laundry rooms, timeless baths w/natural stone surfaces, abundant closet/storage space (including a cedar closet!), finished 3rd floor & finished lower level w/theater. A short stroll to all the wonderfully diverse entertainment that the ever thriving community of Squirrel Hill offers!",Squirrel Hill North,TRUE,Electric,"Natural Gas,Forced Air",1,Detached,NA,FALSE,"Ceramic Tile,Hardwood,Wall to Wall",FALSE,3,,307,Tile,Cottage,4/20/2020,825000,49,59,72
"1140 Wightman St, Pittsburgh, PA 15217",1140 Wightman St,Pittsburgh,PA,15217,11629416,https://www.zillow.com/homedetails/1140-Wightman-St-Pittsburgh-PA-15217/11629416_zpid/,TRUE,SOLD,523500,5,3,2595,40.446323,-79.92911,FALSE,7/15/2020,SINGLE_FAMILY,4680,sqft,329200,1900,2595,0,78.81,66.4,6.06,2.91,3.44,"This North of Forbes Colonian style home sits on one of the east end's most coveted tree lined streets where homeowners teach their kids how to ride their bikes for the first time. The location is equidistant from Squirrel Hill & Shadyside's commercial draws. The entry is an ideal landing spot to unload backpacks & coats. The capacious living room has light, hay-colored hardwood floors underfoot & is awash in natural light from the wall of windows. Pocket doors separate the light & airy living room from the dining room wrapped in its oak judge's paneling topped w/a plate rail & anchored by a fireplace w/a simple, yet elegant maple mantel. Through the butler's pantry is the home's kitchen w/its rear wall of windows & stainless steel topped sink cabinet. The 2nd floor houses the large master w/curved, leaded glass windows & attached nursery or office & is also attached to the main hall bathroom. 2 more bedrooms round out the floor. The 3rd floor has 2 more bedrooms & another full bath.",Squirrel Hill North,TRUE,Central Air,"Natural Gas,Forced Air",1,Off Street,NA,FALSE,"Hardwood,Vinyl,Wall to Wall,Carpet",FALSE,3,,202,Asphalt,Colonial,5/20/2020,550000,65,58,64
"5335 Beeler St, Pittsburgh, PA 15217",5335 Beeler St,Pittsburgh,PA,15217,11529651,https://www.zillow.com/homedetails/5335-Beeler-St-Pittsburgh-PA-15217/11529651_zpid/,TRUE,SOLD,517500,4,3,NA,40.445663,-79.934135,FALSE,7/13/2020,SINGLE_FAMILY,NA,NA,374700,1905,NA,0,62.01,49.6,6.06,2.91,3.44,"The beauty of this home meets you at the front door with its awning covered front porch, convenient for ""watching the world go by"". Once you pass through the oversized storm door and sturdy front door, the foyer's charm and character invite you to further explore the spacious rooms flooded with natural light and architectural interest. The way the rooms flow into each other are perfect for hosting either an intimate gathering or large group of friends. So close to bus stops, Oakland, Shadyside, and Squirrel Hill shopping and restaurants, hospitals, universities and convenient to downtown. Welcome home!",Squirrel Hill North,TRUE,Window A/C,Hot Water,2,"Detached,Garage Door Opener",NA,FALSE,"Ceramic Tile,Hardwood,Wall to Wall",FALSE,3,,NA,Asphalt,Tudor,11/18/2019,575000,40,62,51
"849 Deely St, Pittsburgh, PA 15217",849 Deely St,Pittsburgh,PA,15217,11540383,https://www.zillow.com/homedetails/849-Deely-St-Pittsburgh-PA-15217/11540383_zpid/,TRUE,SOLD,224000,3,1,1196,40.423733,-79.934425,FALSE,7/10/2020,SINGLE_FAMILY,0,sqft,106400,1928,1196,0,83.61,71.2,6.06,2.91,3.44,"You will fall in love with this beautiful brick home in a desirable part of Pgh on a corner lot!  Large front porch for entertaining, morning coffee or reading a good book!  Freshly painted through most of the home, beautiful hardwood floors throughout.  French doors to dining room. New stainless Steel Kitchen appliances along with new granite, sink and faucet.  Deck off the kitchen for grilling and relaxing with access to lovely backyard and off street parking.  Updated bath is bright and refreshing! New retaining wall around the left side and back. Original doors throughout with crystal door knobs. Major brick pointing on left side also.  New electric panel & Hot water tank.  All new windows in the last few months.  Fresh landscaping around property.  The basement is freshly painted, cleaned and dry!  Newer stack in the basement area with clean-out and new pgh potty. What are you waiting for?",Greenfield,TRUE,"Central Air,Electric","Natural Gas,Forced Air",1,Off Street,NA,FALSE,"Ceramic Tile,Hardwood",FALSE,2,,187,Asphalt,Colonial,5/28/2020,222000,74,48,46
"5881 Shady Forbes Ter, Pittsburgh, PA 15217",5881 Shady Forbes Ter,Pittsburgh,PA,15217,11631534,https://www.zillow.com/homedetails/5881-Shady-Forbes-Ter-Pittsburgh-PA-15217/11631534_zpid/,TRUE,SOLD,299276,2,3,1292,40.437496,-79.91945,FALSE,7/10/2020,SINGLE_FAMILY,0,sqft,99500,1928,1292,0,92.41,80,6.06,2.91,3.44,"You are going to love the covered front porch, the only thing shady about 5881 Shady Forbes Terrace!  It has been said for years, ""location, location, location"" & 5881 has it like no other in Squirrel Hill.  An end row house unit on Shady Ave connected to Forbes, connected to Murray Ave.  Just a few streets with such draws as coffee, shops, restaurants & most importantly in summer: ice cream! Pull into your (non-approved) off-street parking right in front of your home. Then move up through your covered front porch & WHAM, right into your open first floor completely gutted & redone with beautiful grays, whites, granite, stainless steel, AMAZING! First floor laundry and a partial bath are extremely rare in an old Pittsburgh home but, 5881 has BOTH!  Moving upstairs continues to impress with TWO full baths both lathered in white & gray ceramic tile!  1 is a master en-suite!  Wait until you get in these bedrooms, you'll be amazed how large they are!  Brand new gray carpet upstairs!",Squirrel Hill South,TRUE,"Central Air,Electric","Electric,Forced Air",1,On Street,NA,FALSE,"Ceramic Tile,Other,Wall to Wall",FALSE,2,,232,Metal,Colonial,6/8/2020,299276,90,54,74
"6400 Darlington Rd, Pittsburgh, PA 15217",6400 Darlington Rd,Pittsburgh,PA,15217,11631584,https://www.zillow.com/homedetails/6400-Darlington-Rd-Pittsburgh-PA-15217/11631584_zpid/,TRUE,SOLD,585000,5,3,3900,40.43653,-79.91754,FALSE,7/10/2020,SINGLE_FAMILY,0,sqft,286000,1890,3900,0,86.81,74.4,6.06,2.91,3.44,"This updated & move in ready home boasts hardwood floors, recessed lighting & tremendous natural sunlight throughout.The impressive 4 season room welcomes you to a center hall with grand rich wood staircase. Fantastic woodwork with pocket doors, refinished hardwood floors throughout the 1st and 2nd floor. Gorgeous arched hallways, high ceilings and stain glass on the main floor, updated 1st floor powder room. Huge family and dinning room,4 bedrooms on the 2nd floor including a lovely master bedroom and a newly renovated bathroom. Large third floor with two bedrooms with an updated bathroom, including a bonus. Large back yard with an oversized 1 car garage. Huge basement is a plus.This home has been pristinely maintained. Some updates include brand new carpeting on the 3rd floor, brand new paint on the 1st & 3rd floor.Newly installed heating system, insulation thru out the house, updated electrical, replaced all windows during ownership. Ideal location!",Squirrel Hill South,TRUE,Window A/C,"Natural Gas,Hot Water",1,Detached,NA,FALSE,"Hardwood,Tile,Wall to Wall,Carpet",FALSE,3,,150,Asphalt,,43977,550000,89,54,76
"6664 Northumberland St, Pittsburgh, PA 15217",6664 Northumberland St,Pittsburgh,PA,15217,164558570,https://www.zillow.com/homedetails/6664-Northumberland-St-Pittsburgh-PA-15217/164558570_zpid/,NA,SOLD,175000,NA,NA,NA,40.44289,-79.91244,FALSE,7/9/2020,SINGLE_FAMILY,294,sqft,200,NA,NA,0,NA,NA,NA,NA,NA,"6664 Northumberland St, Pittsburgh, PA 15217. This home last sold for $175,000 in July 2020. 
 
The Rent Zestimate for this home is $1,500/mo. ",Squirrel Hill North,FALSE,,,0,,NA,FALSE,,FALSE,NA,,NA,,,NA,NA,61,52,75
"6664 Northumberland St, Pittsburgh, PA 15217",6664 Northumberland St,Pittsburgh,PA,15217,11289298,https://www.zillow.com/homedetails/6664-Northumberland-St-Pittsburgh-PA-15217/11289298_zpid/,NA,SOLD,175000,2,1,1360,40.44289,-79.91244,FALSE,7/9/2020,SINGLE_FAMILY,4554,sqft,85000,1913,1360,0,NA,NA,NA,NA,NA,"6664 Northumberland St, Pittsburgh, PA 15217 is a single family home that contains 1,360 sq ft and was built in 1913. It contains 2 bedrooms and 1 bathroom. This home last sold for $175,000 in July 2020. 
 
The Zestimate for this house is $276,300. The Rent Zestimate for this home is $1,370/mo. ",Squirrel Hill North,FALSE,,Other,0,Garage,NA,FALSE,,FALSE,NA,,129,Composition,,NA,NA,61,52,75
